Tow,Date,Time,Month,Year,SamplingPeriod,Location,Habitat,Basin,Basin2,Latitude,Longitude,Preservative,Start Depth,End Depth,Average Depth,Tow Time,Fish Start,Fish End,Difference,Rotor Constant,Distance (m) (Difference x RC),Fish Diameter(m),Fish Dia Squared,pi,Fish Volume2,Water Temperature (oC),Temp Corrected,Source for Temp correction,EC,Salinity,EstSalinity,NTU,Secchi (cm),Warp Length (ft),Wire Angle (degrees),longfin_smelt,LFden,Pacific_herring,PHden,delta_smelt,American shad,arrow_goby,bay_pipefish,bigscale_logperch,bluegill,cheekspot_goby,Chinook_salmon,common_carp,fish_eggs,gobies,golden_shiner,inland_silverside,inland_silverside_eggs,jacksmelt,larval_postlarval_fish,longjaw_mudsucker,minnows_and_carps,No_eggs,no_fish,northern_anchovy,Pacific_staghorn_sculpin,prickly_sculpin,rainwater_killifish,Sample_Voided,shimofuri_goby,smelts,splittail,striped_bass,striped bass eggs,sunfishes,threadfin_shad,threespine_stickleback,tule_perch,wakasagi_smelt,white_croaker,yellowfin_goby,Mysid,Mysid Den,Comments,,,,,,,
235,4/5/2017,7:19:00 AM,4,2017,2,Channel,Channel Surface,SBP,San Pablo Bay,38.016732,-122.451752,Formadahyde,33.5,46,39.8,10,219131,234246,15115,26873,406.19,0.75,0.5625,3.14,179.3564178,14.77,14.77,Regression,4965,2.7,3,11.69,45,,,7,39.02843335,21,117.0853001,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,22,0,,0,0,1,0,,0,,0,,0,0,0,1,55.7549048,,,,,,,,
147,3/8/2017,8:13:00 AM,3,2017,1,SanPablo OW,Channel Surface,SBP,San Pablo Bay,38.052545,-122.351465,Formadahyde,30.1,30.3,30.2,10,876775,891913,15138,26873,406.80,0.75,0.5625,3.14,179.6293386,11.31,11.31,Regression,1291,,0.7,38.7,23,na,na,3,16.70105798,26,144.7425025,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,11,0,,0,0,0,0,,0,,0,,0,0,3,0,0,,,,,,,,
133,3/6/2017,1:49:00 PM,3,2017,1,Channel,Channel Surface,SB,SB,38.088632,-122.008382,Formadahyde,36.5,35.9,36.2,10,612039,627242,15203,26873,408.55,0.75,0.5625,3.14,180.4006365,10.3,10.3,SLS 418,196,0.09,0.1,47.2,24,na,na,0,0,0,0,0,,0,,1,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,329,0,,0,0,2,0,,0,,1,,0,0,0,1,55.43217693,,,,,,,,
57,2/8/2017,12:26:00 PM,2,2017,1,South Hampton Shoal,Shoal,WSB,SB,38.057438,-122.18504,Formadahyde,7,7.6,7.3,10,520854,536069,15215,26873,408.87,0.75,0.5625,3.14,180.5430299,11.8,11.8,SLS 405,403,0.19,0.2,39.2,31,na,na,2,11.07769157,6,33.2330747,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,8,0,,0,0,0,0,,0,,0,,0,0,2,2,110.7769157,,,,,,,,
73,2/11/2016,1:05:00 PM,2,2016,1,Chipps West,Shoal,SB,SB,38.052199,-121.89449,,7.5,10.9,9.2,10,300388,315676,15288,26873,410.83,0.75,0.5625,3.14,181.4092568,6.55,,,309,0.15,0.2,51.5,,,,8,44.09918294,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,37,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
39,2/6/2017,11:51:00 AM,2,2017,1,Honker Bay ,Shoal,SB,SB,38.07149,-121.926098,Formadahyde,9.6,9.1,9.4,10,340535,355869,15334,26873,412.07,0.75,0.5625,3.14,181.9550983,9.4,9.4,SLS 519,246,0.12,0.1,32.6,38,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,87,0,,0,0,0,0,,0,,0,,0,0,0,0,0,Zoop net crooked,,,,,,,
14,1/14/2016,2:36:00 PM,1,2016,1,Broad Slough,Shoal ,SB,SB,38.057554,-121.83595,,4.8,8.6,6.7,10,496313,511651,15338,26873,412.18,0.75,0.5625,3.14,182.0025628,4.54,,,3398,1.78,2,,,,,2,10.98885625,10,112.5596888,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
90,2/23/2016,12:40:00 PM,2,2016,1,San pablo refuge,Tidal Marsh,SBP,San Pablo Bay,38.115291,-122.49194,,4.7,6.5,5.6,10,577938,593318,15380,26873,413.31,0.75,0.5625,3.14,182.5009399,8.55,,,28014,17.17,19.3,62.8,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
137,3/7/2017,7:53:00 AM,3,2017,1,No Name,Tidal Marsh,SB,SB,38.036818,-122.104413,Formadahyde,6.2,4.9,5.6,10,677877,693320,15443,26873,415.00,0.75,0.5625,3.14,183.2485055,10.57,10.57,Regression,370,,0.2,41.5,23,na,na,0,0,0,0,0,,0,,2,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,292,0,,0,0,0,0,,0,,0,,0,0,0,2,109.1414085,"Started using new YSI with correct temp, no salinty sensor",,,,,,,
141,3/7/2017,10:32:00 AM,3,2017,1,Ryer Island,Tidal Marsh,SB,SB,38.083745,-122.017112,Formadahyde,9.6,7,8.3,10,742948,758405,15457,26873,415.38,0.75,0.5625,3.14,183.4146312,10.67,10.67,Regression,183,,0.1,41.9,28,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,71,0,,0,0,1,0,,0,,0,,0,0,0,0,0,,,,,,,,
124,3/6/2017,9:32:00 AM,3,2017,1,Chipps Island ,Tidal Marsh,SB,SB,38.068648,-121.907782,Formadahyde,8.6,5.7,7.2,10,486125,501587,15462,26873,415.51,0.75,0.5625,3.14,183.4739618,11.3,11.3,SLS 508,238,0.11,0.1,95.2,16,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,211,0,,0,0,0,0,,0,,1,,0,0,0,5,272.5182337,,,,,,,,
86,2/23/2016,9:59:00 AM,2,2016,1,South Hampton,Shoal,WSB,SB,38.059792,-122.18358,,4.9,4.4,4.65,10,513254,528725,15471,26873,415.75,0.75,0.5625,3.14,183.5807569,8.8,,,14494,8.43,9.4,26,,,,1,5.447194014,158,1763.154289,0,0,,,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
89,2/22/2017,10:12:00 AM,2,2017,1,Ryer Island,Tidal Marsh,SB,SB,38.075765,-122.00833,Formadahyde,9.8,11.6,10.7,10,962301,977795,15494,26873,416.37,0.75,0.5625,3.14,183.8536777,11.8,11.8,SLS 501,,0.08,,97.5,15,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,43,0,,0,0,0,0,,0,,0,,0,0,0,0,0,"; YSI broken, no water quality data",,,,,,,
144,3/7/2017,12:32:00 PM,3,2017,1,Suisun Channel,Channel Surface,SB,SB,38.058343,-122.03919,Formadahyde,34.8,38.3,36.6,10,812384,827886,15502,26873,416.59,0.75,0.5625,3.14,183.9486066,11.27,11.27,Regression,170,,0.1,32.4,36,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,38,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
109,2/24/2017,7:54:00 AM,2,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.038552,-122.268705,Formadahyde,7.5,8,7.8,10,215504,231015,15511,26873,416.83,0.75,0.5625,3.14,184.0554017,11.67,11.67,Regression,195,0.09,0.1,84.3,14,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,19,0,,0,0,0,0,,0,,0,,0,0,0,1,54.33146709,,,,,,,,
143,3/7/2017,11:41:00 AM,3,2017,1,Mouthball fleet,Shoal,SB,SB,38.087542,-122.083798,Formadahyde,6,5,5.5,10,780507,796036,15529,26873,417.31,0.75,0.5625,3.14,184.2689919,11.03,11.03,Regression,333,,0.2,63.8,24,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,52,0,,0,0,3,0,,0,,2,,0,0,0,5,271.3424515,,,,,,,,
76,2/14/2017,9:31:00 AM,2,2017,1,SanPablo OW,Channel Surface,SBP,San Pablo Bay,38.003868,-122.387515,Formadahyde,33.6,28.8,31.2,10,772962,788494,15532,26873,417.39,0.75,0.5625,3.14,184.3045903,10.75,10.75,Regression,184,0.09,0.1,141.8,17,na,na,2,10.85160167,103,558.857486,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,12,0,,0,0,0,0,,0,,0,,0,0,2,0,0,,,,,,,,
194,5/5/2016,12:26:00 PM,5,2016,2,Grizzly Bay,Shoal,SB,SB,38.114772,-121.99299,,6.2,3.5,4.85,10,864421,880019,15598,26873,419.17,0.75,0.5625,3.14,185.0877542,10.97,,,9302,5.19,5.8,87.1,16,,,0,0,0,0,0,0,,,0,,,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,0,1,0,0,0,0,0,0,0,4,,,,,,,,,,
64,2/10/2017,10:05:00 AM,2,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.089905,-122.384305,Formadahyde,12.3,11.7,12,10,593864,609465,15601,26873,419.25,0.75,0.5625,3.14,185.1233526,10.75,10.75,Regression,2115,1.04,1.2,71,21,na,na,3,16.20541092,74,399.7334694,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,59,0,,0,0,0,0,,0,,0,,0,0,19,1,54.0180364,,,,,,,,
211,4/3/2017,1:04:00 PM,4,2017,2,Honker Bay ,Shoal,SB,SB,38.068683,-121.959495,Formadahyde,7.7,9.8,8.8,10,949250,964873,15623,26873,419.84,0.75,0.5625,3.14,185.3844073,15,15,Regression,143.2,0.07,0.1,14.7,44,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,19,0,,0,0,2,0,,0,,0,,0,0,0,1,53.94196926,,,,,,,,
130,3/6/2017,12:36:00 PM,3,2017,1,Chipps Island ,Channel Surface,SB,SB,38.053042,-121.93434,Formadahyde,35.6,36,35.8,10,563560,579185,15625,26873,419.89,0.75,0.5625,3.14,185.4081395,11.3,11.3,SLS 508,198,0.09,0.1,47,16,na,na,0,0,0,0,0,,0,,5,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,841,0,,0,0,14,0,,1,,0,,0,0,0,0,0,"caught a juvenile hitch ~3"" long",,,,,,,
98,2/23/2017,9:49:00 AM,2,2017,1,Behind rock wall,Shoal,SBP,San Pablo Bay,38.072582,-122.291487,Formadahyde,9.4,9.6,9.5,10,77165,92790,15625,26873,419.89,0.75,0.5625,3.14,185.4081395,11.67,11.67,Regression,220,0.1,0.1,98.2,15.5,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,100,0,,0,0,0,0,,0,,0,,0,0,27,0,0,,,,,,,,
68,2/10/2017,11:50:00 AM,2,2017,1,SanPablo OW,Channel Bottom,SBP,San Pablo Bay,38.1037,-122.467867,Formadahyde,21.8,19.1,20.5,10,653380,669013,15633,26873,420.11,0.75,0.5625,3.14,185.5030685,10.75,10.75,Regression,6314,3.42,3.8,76.6,21,40,22,3,16.17223922,512,2760.06216,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,2,0,,0,0,0,0,,0,,0,,0,0,126,196,10565.86296,used same YSI values as tow 67,,,,,,,
132,3/6/2017,1:16:00 PM,3,2017,1,Honker Bay ,Shoal,SB,SB,38.053978,-121.922375,Formadahyde,6.4,5,5.7,10,596354,612039,15685,26873,421.50,0.75,0.5625,3.14,186.1201068,10.6,10.6,SLS 519,246,0.12,0.1,101.5,15,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,123,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
100,2/23/2017,10:58:00 AM,2,2017,1,Sonoma Marsh,Tidal Marsh,SBP,San Pablo Bay,38.188052,-122.389812,Formadahyde,14,17,15.5,10,104991,120679,15688,26873,421.58,0.75,0.5625,3.14,186.1557051,11.67,11.67,Regression,521,0.25,0.3,36.2,26,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,16,0,,0,0,1,0,,0,,2,,0,0,0,0,0,,,,,,,,
111,2/24/2017,8:58:00 AM,2,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,37.959778,-122.401552,Formadahyde,7.4,6.3,6.9,10,247340,263029,15689,26873,421.61,0.75,0.5625,3.14,186.1675712,11.67,11.67,Regression,945,0.46,0.5,71,23,na,na,5,26.85752393,10,53.71504788,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,24,0,,0,0,0,0,,0,,0,,0,0,5,1,53.71504788,bonus tow,,,,,,,
5,1/12/2016,3:05:00 PM,1,2016,1,Ryer,Shoal,SB,SB,38.085349,-122.03058,,7.1,7,7.05,10,371043,386738,15695,26873,421.77,0.75,0.5625,3.14,186.238768,5.04,,,15188,8.7,9.9,,,,,0,0,164,1803.99008,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
29,1/26/2016,11:41:00 AM,1,2016,1,Dutton,Shoal,SB,SB,38.078164,-121.95964,,3.5,5.4,4.45,10,686128,701868,15740,26873,422.98,0.75,0.5625,3.14,186.7727434,7.67,,,,0.26,0,,,,,1,5.354100292,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,0,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
35,1/26/2016,4:05:00 PM,1,2016,1,Grid 22 Reg Park,Shoal,SB,SB,38.032662,-121.86389,,9.5,53,31.25,10,789722,805496,15774,26873,423.90,0.75,0.5625,3.14,187.1761915,,,,,,,,,,,7,37.39791874,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
65,2/10/2017,10:37:00 AM,2,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.089948,-122.404088,Formadahyde,15,,15,10,609465,625254,15789,26873,424.30,0.75,0.5625,3.14,187.3541833,10.75,10.75,Regression,4014,2.18,2.4,59.2,21,na,na,32,170.7994955,1320,7045.479192,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,20,0,,0,0,0,0,,0,,0,,0,0,20,2,106.7496847,,,,,,,,
83,2/22/2016,1:27:00 PM,2,2016,1,Grizzly Bay,Shoal,SB,SB,38.124082,-122.020321,,8.4,8.1,8.25,10,476509,492330,15821,26873,425.16,0.75,0.5625,3.14,187.7338992,9.13,,,6096,3.31,3.7,40.4,,,,2,10.65337698,69,752.9511091,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,
100,2/25/2016,1:13:00 PM,2,2016,1,Dutton,Tidal Marsh,SB,SB,38.079726,-121.94852,,3.8,3,3.4,10,730881,746709,15828,26873,425.35,0.75,0.5625,3.14,187.8169621,10.55,,,1931,0.98,1.1,40.9,,,,0,0,1,10.90750889,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,,0,,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,
196,3/23/2017,12:00:00 PM,3,2017,1,Channel,Channel Bottom,SBP,San Pablo Bay,38.018048,-122.403503,Formadahyde,41.3,32,36.7,10,550880,566723,15843,26873,425.75,0.75,0.5625,3.14,187.9949539,12.71,12.71,Regression,40185,,28.8,34.3,,70,18,2,10.63858342,10,53.19291711,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,11,0,7,0,,0,0,0,0,,0,,0,,0,10,2,43,2287.295436,16lbs weight; angle varied between 18-20 degrees; going with the current,,,,,,,
128,3/6/2017,11:27:00 AM,3,2017,1,Browns,Tidal Marsh,SB,SB,38.036303,-121.856198,Formadahyde,14.1,18.2,16.2,10,538054,553918,15864,26873,426.31,0.75,0.5625,3.14,188.2441424,11.2,11.2,SLS 513,491,0.24,0.3,5.3,57,na,na,0,0,0,0,0,,0,,1,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,105,0,,0,0,0,0,,0,,0,,0,0,0,4,212.4900116,,,,,,,,
92,2/22/2017,12:00:00 PM,2,2017,1,Grizzly Bay,Shoal,SB,SB,38.12544,-122.02627,Formadahyde,7.6,8,7.8,10,4,15886,15882,26873,426.80,0.75,0.5625,3.14,188.4577326,11.9,11.9,SLS 602,,0.08,,65,19,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,74,0,,0,0,0,0,,0,,0,,0,0,0,1,53.06229605,"; YSI broken, no water quality data",,,,,,,
204,4/3/2017,9:53:00 AM,4,2017,2,Browns shoal,Shoal,SB,SB,38.052157,-121.857855,Formadahyde,7.8,9.8,8.8,10,841301,857191,15890,26873,427.01,0.75,0.5625,3.14,188.5526616,14.54,14.54,Regression,143.4,0.07,0.1,10.7,52,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,12,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
146,3/8/2017,7:39:00 AM,3,2017,1,Carquinez Straight Shoal,Shoal,WSB,SB,38.058063,-122.20322,Formadahyde,7.3,,7.3,10,860880,876775,15895,26873,427.15,0.75,0.5625,3.14,188.6119922,11.26,11.26,Regression,215,,0.1,48.5,24,na,na,1,5.301889814,0,0,1,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,60,0,,0,0,0,0,,0,,0,,0,0,0,1,53.01889813,,,,,,,,
55,2/8/2017,11:07:00 AM,2,2017,1,Carquinez Straight,Channel Bottom,WSB,SB,38.059958,-122.259915,Formadahyde,33,31.6,32.3,10,490195,506105,15910,26873,427.55,0.75,0.5625,3.14,188.789984,11.8,11.8,SLS 405,4966,2.76,3,24,21,na,na,26,137.7191705,219,1160.019167,0,,0,,0,1,0,0,0,,0,0,0,,0,7,0,,,0,0,0,124,0,,0,0,0,0,,0,,0,,0,0,8,3,158.9067352,,,,,,,,
191,3/23/2017,8:17:00 AM,3,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.059753,-122.290202,Formadahyde,7.8,8.3,8.1,10,435792,451766,15974,26873,429.27,0.75,0.5625,3.14,189.5494157,14.79,14.79,Regression,9323,,5.8,84.6,14,,,15,79.13503686,251,1324.19295,0,,4,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,19,0,,0,0,0,0,,0,,1,,0,0,22,2650,139805.2318,Lots of fish,,,,,,,
95,2/24/2016,12:55:00 PM,2,2016,1,Rodeo creek,Shoal,SBP,San Pablo Bay,38.041074,-122.26964,,5.5,5.4,5.45,10,655764,671740,15976,26873,429.32,0.75,0.5625,3.14,189.573148,10.01,,,33330,20.81,23.4,2,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
106,2/23/2017,2:50:00 PM,2,2017,1,Carquinez Straight,Channel Surface,WSB,SB,38.058983,-122.270713,Formadahyde,32.7,29.4,31.1,10,182499,198500,16001,26873,430.00,0.75,0.5625,3.14,189.869801,11.8,11.8,SLS 405,188,0.09,0.1,792,12.5,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,153,0,,0,0,0,0,,0,,0,,0,0,1,0,0,,,,,,,,
180,3/22/2017,8:34:00 AM,3,2017,1,No Name,Tidal Marsh,SB,SB,38.035945,-122.107138,Formadahyde,7.4,8.7,8.1,10,208860,224868,16008,26873,430.18,0.75,0.5625,3.14,189.9528638,14.46,14.46,Regression,770,,0.4,13.5,39,,,1,5.26446393,0,0,0,,0,,4,0,0,0,2,,0,0,0,,0,0,0,,,0,0,0,891,0,,0,0,1,0,,0,,0,,3,0,4,13,684.380311,,,,,,,,
62,2/10/2016,10:29:00 AM,2,2016,1,Honker Bay,Shoal,SB,SB,38.062462,-121.98936,,11.1,4.3,7.7,10,141986,158006,16020,26873,430.51,0.75,0.5625,3.14,190.0952573,6.48,,,1644,0.83,0.9,76.6,,,,136,715.4307895,700,7543.747533,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,0,,0,0,0,0,0,0,0,0,0,18,,,,,,,,,,,
174,3/21/2017,11:38:00 AM,3,2017,1,Chipps shoal,Shoal,SB,SB,38.056685,-121.92372,Formadahyde,8.2,8.4,8.3,10,117161,133186,16025,26873,430.64,0.75,0.5625,3.14,190.1545879,14.65,14.65,Regression,196,,0.1,17.7,40,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,42,0,,0,0,4,0,,0,,0,,0,0,0,0,0,,,,,,,,
108,2/24/2017,7:21:00 AM,2,2017,1,South Hampton Shoal,Shoal,WSB,SB,38.050043,-122.167273,Formadahyde,7.4,6.5,7,10,199448,215504,16056,26873,431.47,0.75,0.5625,3.14,190.5224376,11.8,11.8,SLS 405,268,0.13,0.1,72.2,15,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,30,0,,0,0,0,0,,0,,0,,0,0,0,3,157.4617687,,,,,,,,
117,2/24/2017,12:49:00 PM,2,2017,1,Carquinez Straight,Channel Surface,WSB,SB,38.051933,-122.284378,Formadahyde,35.2,34.3,34.8,10,328591,344695,16104,26873,432.76,0.75,0.5625,3.14,191.0920114,11.8,11.8,SLS 405,199,0.09,0.1,70.2,21,na,na,1,5.233081135,1,5.233081135,0,,0,,1,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,106,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
184,3/22/2017,11:12:00 AM,3,2017,1,Channel,Channel Surface,SB,SB,38.054337,-122.106725,Formadahyde,39.9,39.9,39.9,10,301276,317382,16106,26873,432.82,0.75,0.5625,3.14,191.1157437,15.06,15.06,Regression,275,,0.1,18,39,,,12,62.78917565,1,5.232431304,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,16,0,,0,0,1,0,,0,,0,,0,0,1,22,1151.134887,,,,,,,,
136,3/6/2017,2:50:00 PM,3,2017,1,Grizzly Bay,Shoal,SB,SB,38.124088,-122.00105,Formadahyde,3.7,3.8,3.8,10,661747,677869,16122,26873,433.25,0.75,0.5625,3.14,191.3056016,9.9,9.9,SLS 602,590,0.11,0.3,105.5,15,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,99,0,,0,0,1,0,,0,,1,,0,0,0,16,836.358155,,,,,,,,
175,3/21/2017,12:01:00 PM,3,2017,1,Channel,Channel Surface,SB,SB,38.050518,-121.9266,Formadahyde,39.3,34.1,36.7,10,133186,149409,16223,26873,435.96,0.75,0.5625,3.14,192.5040798,14.57,14.57,Regression,182,,0.1,12.7,47,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,9,0,,0,0,3,0,,0,,0,,0,0,0,3,155.840853,,,,,,,,
170,3/21/2017,9:07:00 AM,3,2017,1,Browns,Tidal Marsh,SB,SB,38.038687,-121.867953,Formadahyde,15.2,13.4,14.3,10,52117,68345,16228,26873,436.10,0.75,0.5625,3.14,192.5634104,14.51,14.51,Regression,187,,0.1,10.5,82,,,0,0,0,0,0,,0,,2,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,39,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
123,3/6/2017,9:04:00 AM,3,2017,1,Honker Bay ,Shoal,SB,SB,38.073645,-121.906438,Formadahyde,6.4,6.9,6.7,10,469892,486125,16233,26873,436.23,0.75,0.5625,3.14,192.622741,10.6,10.6,SLS 519,259,0.12,0.1,72.6,18,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,229,0,,0,0,0,0,,1,,0,,0,0,0,6,311.489701,,,,,,,,
71,2/10/2017,12:47:00 PM,2,2017,1,Novato Creek,Tidal Marsh,SBP,San Pablo Bay,38.084368,-122.507411,Formadahyde,10,10.6,10.3,10,695766,712013,16247,26873,436.61,0.75,0.5625,3.14,192.7888667,10.75,10.75,Regression,243,0.11,0.1,88.4,17,na,na,0,0,1,5.187021518,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,28,0,,0,0,0,0,,0,,1,,0,0,0,1,51.87021518,,,,,,,,
79,2/14/2017,10:57:00 AM,2,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.021343,-122.46911,Formadahyde,8.3,7.6,8,10,817772,834064,16292,26873,437.82,0.75,0.5625,3.14,193.3228422,10.75,10.75,Regression,1937,0.99,1.1,119.6,22,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,0,,0,0,0,8,413.8155589,,,,,,,,
105,2/23/2017,2:20:00 PM,2,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.086908,-122.420203,Formadahyde,7.9,8.2,8.1,10,166181,182499,16318,26873,438.51,0.75,0.5625,3.14,193.6313613,11.67,11.67,Regression,272,0.13,0.1,98.2,12,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,54,0,,0,0,0,0,,0,,0,,0,0,11,2,103.2890533,,,,,,,,
110,2/24/2017,8:32:00 AM,2,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,37.975347,-122.388655,Formadahyde,7.2,8.2,7.7,10,231015,247340,16325,26873,438.70,0.75,0.5625,3.14,193.7144242,11.67,11.67,Regression,,0.94,0,70.5,23,na,na,0,0,11,56.78462017,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,23,0,,0,0,0,0,,0,,0,,0,0,6,3,154.8671459,,,,,,,,
58,2/9/2016,11:37:00 AM,2,2016,1,No name,Tidal Marsh,SB,SB,38.115248,-122.49229,,4.5,5.2,4.85,10,86193,102532,16339,26873,439.08,0.75,0.5625,3.14,193.8805499,7.31,,,23521,14.16,15.9,721.4,,,,0,0,3368,35587.56122,0,0,,,0,,,,0,0,0,0,0,0,8,16,0,0,0,0,8,0,0,,0,,0,0,0,0,0,0,0,0,0,56,,,,,,,,,,,
82,2/22/2016,12:59:00 PM,2,2016,1,Grizzly Bay,Shoal,SB,SB,38.109564,-121.99326,,7.3,6.3,6.8,10,460102,476509,16407,26873,440.91,0.75,0.5625,3.14,194.6874461,9.41,,,,3.11,3.5,45.7,,,,0,0,150,1578.387737,0,0,,,0,,,,0,0,0,0,0,0,0,12,0,0,0,0,0,0,11,,0,,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,
114,2/24/2017,10:58:00 AM,2,2017,1,Gallinas Creek,Tidal Marsh,SBP,San Pablo Bay,38.009975,-122.517435,Formadahyde,12.3,8.9,10.6,10,288543,304977,16434,26873,441.63,0.75,0.5625,3.14,195.0078313,11.67,11.67,Regression,1281,0.64,0.7,148.8,10,na,na,1,5.127999184,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,48,0,,0,0,0,0,,0,,0,,0,0,29,0,0,,,,,,,,
